"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"476","Trevor Moore","L.A","C","81","1270.6833333333","17","31","20","11","48","70.59","202","8.42","26.55","341","285","196","112","26","30","20","10","10","0","0","19","17","30","69","132","32","28","39","41.79"
"152","Justin Faulk","STL","D","76","1762.9833333333","16","31","8","23","47","38.84","167","9.58","9.62","318","219","104","21","11","13","43","16","14","1","1","8","40","37","149","75","101","0","0","-"
"176","John Klingberg","DAL","D","74","1642.95","6","41","24","17","47","47.00","139","4.32","9.25","362","210","107","10","3","22","34","17","17","0","0","13","86","16","57","170","77","0","0","-"
"429","Mason Marchment","FLA","L","54","761.93333333333","18","29","15","14","47","77.05","121","14.88","17.34","207","164","129","69","9","17","53","21","19","1","1","25","17","25","114","128","9","11","29","27.50"
"52","Jamie Benn","DAL","L","82","1372.8333333333","18","28","14","14","46","68.66","182","9.89","22.96","317","250","200","94","9","25","88","33","28","4","1","21","47","37","143","63","60","492","399","55.22"
"136","Anders Lee","NYI","L","76","1264.0166666667","28","18","11","7","46","52.87","159","17.61","24.17","266","228","205","128","7","24","34","17","17","0","0","14","25","16","94","64","30","65","69","48.51"
"247","Damon Severson","N.J","D","80","1888.3833333333","11","35","18","17","46","51.11","158","6.96","10.41","312","224","96","17","19","17","57","27","26","1","0","7","63","38","91","97","92","0","0","-"
"389","Brock Boeser","VAN","R","71","1318.65","23","23","10","13","46","55.42","195","11.79","24.94","391","285","227","88","7","24","20","10","10","0","0","11","21","33","35","32","26","27","26","50.94"
"544","Yegor Sharangovich","N.J","C","76","1254.4166666667","24","22","13","9","46","64.79","168","14.29","18.16","294","238","181","81","26","12","23","6","4","1","1","10","44","48","30","70","26","89","131","40.45"
"5","Jeff Carter","PIT","C","76","1342.9833333333","19","26","15","11","45","64.29","200","9.50","20.49","315","245","176","93","14","27","38","18","18","0","0","12","39","33","99","72","50","648","489","56.99"
"23","Paul Stastny","WPG","C","71","1262.6","21","24","14","10","45","55.56","141","14.89","19.88","196","172","161","113","9","16","14","7","7","0","0","7","21","38","27","36","27","267","205","56.57"
"41","Kyle Okposo","BUF","R","74","1242.1666666667","21","24","8","16","45","76.27","174","12.07","14.88","304","241","172","66","7","14","43","19","18","1","0","14","35","24","59","75","19","92","93","49.73"
"394","Jack Roslovic","CBJ","C","81","1156.7833333333","22","23","14","9","45","70.31","131","16.79","12.16","219","182","126","50","5","13","12","6","6","0","0","6","35","32","60","80","25","372","483","43.51"
"78","Alex Pietrangelo","VGK","D","80","1971.5833333333","13","31","17","14","44","42.31","227","5.73","12.58","456","311","121","11","5","26","42","16","15","0","1","8","56","93","66","197","164","0","0","-"
"81","Josh Bailey","NYI","R","74","1249.9666666667","14","30","18","12","44","67.69","87","16.09","9.74","156","115","111","46","2","12","6","3","3","0","0","2","43","31","19","40","26","43","67","39.09"
"84","Jordan Eberle","SEA","R","79","1418.1333333333","21","23","13","10","44","62.86","164","12.80","18.86","310","239","200","90","10","13","14","7","7","0","0","7","34","50","48","85","40","6","14","30.00"
"135","Erik Haula","BOS","L","78","1177.4","18","26","14","12","44","72.13","141","12.77","14.16","217","184","137","67","10","6","47","21","20","1","0","16","21","25","129","70","36","434","372","53.85"
"149","Charlie Coyle","BOS","C","82","1426.8166666667","16","28","16","12","44","60.27","131","12.21","16.62","214","185","125","61","6","25","32","12","11","0","1","14","42","39","84","70","39","540","560","49.09"
"169","Nino Niederreiter","CAR","R","75","1112.9833333333","24","20","11","9","44","57.89","144","16.67","22.4","243","206","167","101","7","27","34","13","12","0","1","18","51","21","119","134","17","19","20","48.72"
"192","Boone Jenner","CBJ","C","59","1207.05","23","21","11","10","44","57.89","160","14.38","18.86","266","221","165","87","6","13","22","11","11","0","0","13","29","33","80","45","56","644","554","53.76"
"269","MacKenzie Weegar","FLA","D","80","1869.8166666667","8","36","17","19","44","36.67","203","3.94","10.95","391","271","129","27","9","18","81","27","23","1","3","9","85","74","179","141","156","0","0","-"
"317","Frederick Gaudreau","MIN","C","76","1239.65","14","30","15","15","44","62.86","132","10.61","13.2","227","179","148","53","9","12","8","4","4","0","0","11","25","38","48","69","43","461","461","50.00"
"471","Brandon Hagel","CHI, T.B","L","77","1259.4666666667","25","19","15","4","44","61.97","125","20.00","16.07","223","166","142","66","10","8","31","14","13","1","0","24","33","53","63","175","32","24","33","42.11"
"514","Drake Batherson","OTT","R","46","870.71666666667","17","27","19","8","44","68.75","111","15.32","12.14","189","149","120","51","8","15","32","12","11","0","1","7","30","21","89","52","15","18","25","41.86"
"571","Anton Lundell","FLA","C","65","1022.8166666667","18","26","14","12","44","57.89","125","14.40","14.1","223","171","138","50","8","15","18","9","9","0","0","13","35","59","26","80","56","334","414","44.65"
"66","Evgenii Dadonov","VGK","R","78","1233.15","20","23","17","6","43","57.33","177","11.30","18.92","300","232","187","94","9","25","18","9","9","0","0","12","30","17","65","128","25","1","4","20.00"
"217","Torey Krug","STL","D","64","1315.2666666667","9","34","14","20","43","38.39","119","7.56","6.72","245","173","71","11","2","14","48","24","24","0","0","7","32","16","53","48","70","0","0","-"
"312","Conor Sheary","WSH","L","71","1085.3","19","24","14","10","43","74.14","129","14.73","16.17","214","182","136","64","7","8","14","7","7","0","0","16","12","38","45","97","44","11","16","40.74"
"412","Anthony Cirelli","T.B","C","76","1391.7833333333","17","26","13","13","43","58.90","146","11.64","17.54","260","202","186","87","14","18","70","24","20","2","2","40","13","60","75","113","67","441","507","46.52"
"413","Evan Rodrigues","PIT","C","82","1298.6333333333","19","24","15","9","43","58.90","244","7.79","21.78","393","310","218","79","14","27","14","7","7","0","0","17","32","33","89","123","30","183","203","47.41"
"527","Evan Bouchard","EDM","D","81","1604.1666666667","12","31","12","19","43","48.31","205","5.85","9.39","400","278","74","13","4","24","28","14","14","0","0","10","79","37","80","86","112","0","0","-"
"554","Cole Caufield","MTL","R","67","1117.5833333333","23","20","12","8","43","66.15","188","12.23","17.96","327","259","197","55","12","22","10","5","5","0","0","17","27","32","18","45","7","5","5","50.00"
"17","Evgeni Malkin","PIT","C","41","751.51666666667","20","22","10","12","42","73.68","129","15.50","13.1","203","158","126","48","2","16","24","11","11","0","0","13","48","41","21","46","18","164","212","43.62"
"92","Adam Henrique","ANA","C","58","1010.3333333333","19","23","15","8","42","59.15","141","13.48","18.52","233","194","169","88","10","20","14","7","7","0","0","6","20","18","22","43","47","276","221","55.53"
"127","Marcus Foligno","MIN","L","74","1215.15","23","19","15","4","42","58.33","99","23.23","12.96","163","134","110","63","7","11","112","32","20","10","2","24","27","28","238","90","42","12","8","60.00"
"156","Cam Fowler","ANA","D","76","1855.6333333333","9","33","16","17","42","44.21","124","7.26","7.2","300","170","100","14","4","13","14","7","7","0","0","5","46","31","37","86","116","0","0","-"
"253","Jaccob Slavin","CAR","D","79","1858.8666666667","4","38","14","24","42","39.25","165","2.42","8.41","341","237","96","17","8","14","10","5","5","0","0","7","43","74","50","117","121","0","0","-"
"408","Jake DeBrusk","BOS","L","77","1157.9166666667","25","17","11","6","42","75.00","185","13.51","18.79","278","225","178","80","10","21","10","5","5","0","0","15","26","35","62","99","25","10","12","45.45"
"570","Dawson Mercer","N.J","C","82","1356.3833333333","17","25","21","4","42","54.55","154","11.04","16.81","247","193","178","93","14","16","28","13","13","0","0","17","53","56","26","129","35","209","381","35.42"
"123","Tyson Barrie","EDM","D","73","1384.1166666667","7","34","17","17","41","42.27","149","4.70","7.38","297","200","62","6","5","15","18","9","9","0","0","5","43","14","27","96","73","0","0","-"
"212","Rickard Rakell","ANA, PIT","L, R","70","1258.9666666667","20","21","12","9","41","52.56","184","10.87","18.83","342","265","199","78","8","13","12","6","6","0","0","8","34","28","99","98","44","36","43","45.57"
"475","Tanner Jeannot","NSH","L","81","1294.9833333333","24","17","9","8","41","74.55","124","19.35","16.17","215","180","153","87","13","12","130","40","25","14","1","28","32","32","318","134","64","10","14","41.67"
"479","Kailer Yamamoto","EDM","R","81","1366.55","20","21","14","7","41","56.94","114","17.54","18.09","188","155","151","92","1","13","40","16","15","0","1","23","38","34","114","152","36","2","4","33.33"
"11","Corey Perry","T.B","R","82","1108.2166666667","19","21","17","4","40","62.50","153","12.42","21.49","242","206","191","121","14","17","66","26","23","2","1","31","22","19","73","121","28","2","2","50.00"
"99","Jared Spurgeon","MIN","D","65","1375.2166666667","10","30","16","14","40","38.83","116","8.62","6.18","234","157","71","12","6","14","10","5","5","0","0","3","14","13","44","82","83","0","0","-"
"500","Martin Necas","CAR","C","78","1262","14","26","17","9","40","64.52","159","8.81","14.34","295","226","140","48","14","13","32","16","16","0","0","17","75","38","55","106","19","38","47","44.71"
"568","Seth Jarvis","CAR","C","68","943.5","17","23","12","11","40","68.97","110","15.45","14.91","203","167","141","71","6","17","18","9","9","0","0","12","33","15","69","162","21","11","14","44.00"
"67","Mikael Backlund","CGY","C","82","1403.7","12","27","18","9","39","60.00","214","5.61","20.42","355","288","192","69","20","23","28","14","14","0","0","12","44","55","62","55","27","620","609","50.45"
"111","Evander Kane","EDM","L","43","836.36666666667","22","17","9","8","39","59.09","152","14.47","18.36","260","206","162","80","10","18","60","26","25","0","1","15","27","16","135","79","11","9","11","45.00"
"189","Jean-Gabriel Pageau","NYI","C","77","1360.8833333333","18","21","10","11","39","55.71","126","14.29","14.69","199","169","137","83","12","12","30","12","10","2","0","16","42","30","171","99","53","748","604","55.33"
"224","Brady Skjei","CAR","D","82","1733.6666666667","9","30","16","14","39","46.99","184","4.89","8.38","330","253","85","18","5","26","48","23","23","0","0","7","62","51","95","114","73","0","0","-"
"234","Jacob Trouba","NYR","D","81","1816.4166666667","11","28","14","14","39","44.32","204","5.39","11.45","388","277","119","31","9","29","88","35","29","6","0","26","63","24","207","107","177","0","0","-"
"259","Connor Brown","OTT","R","64","1284.15","10","29","17","12","39","67.24","121","8.26","14.17","235","169","143","57","10","15","10","5","5","0","0","19","50","51","14","82","37","48","85","36.09"
"306","Max Domi","CAR, CBJ","C","72","939.2","11","28","18","10","39","68.42","104","10.58","11.37","206","145","94","40","5","16","55","26","25","1","0","17","33","36","24","38","9","39","47","45.35"
"396","Nicolas Roy","VGK","C","78","1268.2","15","24","19","5","39","52.70","145","10.34","21.56","238","196","194","119","9","31","51","20","18","1","1","9","38","34","85","87","34","454","477","48.76"
"470","Ross Colton","T.B","C","79","1011.0333333333","22","17","11","6","39","81.25","159","13.84","18.73","259","215","163","78","20","23","24","8","7","0","1","19","8","29","153","95","36","303","278","52.15"
"557","Matt Boldy","MIN","L","47","722.56666666667","15","24","14","10","39","60.94","113","13.27","9.74","196","146","110","35","4","8","10","5","5","0","0","7","22","27","23","72","24","9","15","37.50"
"574","Alexander Barabanov","S.J","L","70","1202.65","10","29","16","13","39","60.94","103","9.71","10.81","166","136","115","61","6","11","14","7","7","0","0","14","30","40","53","128","39","0","1","0.00"
"58","James van Riemsdyk","PHI","L","82","1321.2166666667","24","14","8","6","38","64.41","187","12.83","24.58","285","245","195","118","10","29","25","11","10","1","0","8","29","30","34","84","25","10","14","41.67"
"121","Reilly Smith","VGK","R","56","995.88333333333","16","22","13","9","38","66.67","150","10.67","17.49","250","199","166","75","11","18","6","3","3","0","0","9","42","29","55","66","23","4","4","50.00"
"292","Artturi Lehkonen","COL, MTL","L","74","1117.0333333333","19","19","12","7","38","76.00","155","12.26","18.96","269","213","172","89","8","18","22","11","11","0","0","11","16","18","82","116","39","8","21","27.59"
"331","Alex Tuch","BUF","R","50","917.35","12","26","15","11","38","58.46","139","8.63","15.36","228","191","138","60","12","13","14","7","7","0","0","9","25","40","32","23","49","9","14","39.13"
"401","Thomas Chabot","OTT","D","59","1545.3333333333","7","31","14","17","38","40.43","173","4.05","9.59","330","227","93","21","5","26","26","13","13","0","0","18","68","29","73","108","93","0","0","-"
"461","Mikhail Sergachev","T.B","D","78","1752.5666666667","7","31","16","15","38","46.34","149","4.70","7.21","283","206","102","12","24","11","59","25","22","3","0","14","39","23","139","124","123","0","0","-"
"465","Filip Hronek","DET","D","78","1718.0166666667","5","33","18","15","38","49.35","133","3.76","6.93","280","191","71","13","5","16","36","14","13","0","1","18","46","16","70","97","81","0","0","-"
"551","Dylan Cozens","BUF","C","79","1255.8","13","25","14","11","38","56.72","160","8.13","15.8","265","210","161","71","8","16","55","18","15","1","2","20","30","33","35","83","22","383","457","45.60"
"8","Ryan Getzlaf","ANA","C","56","1061.65","3","34","20","14","37","69.81","104","2.88","9.31","192","148","89","25","1","8","29","13","12","1","0","9","67","35","89","48","56","546","479","53.27"
"50","Jonathan Toews","CHI","C","71","1240.75","12","25","15","10","37","60.66","125","9.60","12.27","188","158","131","61","7","11","39","18","17","1","0","13","34","48","25","84","22","788","548","58.98"
"69","Max Pacioretty","VGK","L","39","677.76666666667","19","18","9","9","37","74.00","148","12.84","14.49","262","204","151","45","9","18","33","11","9","1","1","7","23","15","30","61","21","2","7","22.22"
"307","Josh Morrissey","WPG","D","79","1869.0833333333","12","25","14","11","37","34.91","173","6.94","12.28","351","251","116","22","8","20","66","28","27","0","1","20","63","26","150","85","104","0","0","-"
"308","Alex Wennberg","SEA","C","80","1426.2666666667","11","26","16","10","37","59.68","95","11.58","9.07","152","119","86","50","2","10","28","14","14","0","0","12","37","45","47","87","44","555","635","46.64"
"342","Brandon Montour","FLA","D","81","1450.8","11","26","10","16","37","42.53","153","7.19","9.4","298","219","106","24","7","18","48","23","23","0","0","13","49","26","64","108","65","0","0","-"
"355","Gustav Forsling","FLA","D","71","1506.4333333333","10","27","13","14","37","39.36","145","6.90","7.13","296","192","88","15","11","9","18","9","9","0","0","10","53","51","45","122","86","0","0","-"
"468","Rem Pitlick","MIN, MTL","C","66","989.38333333333","15","22","13","9","37","66.07","65","23.08","10","97","85","76","54","10","7","24","12","12","0","0","5","40","31","25","70","28","53","65","44.92"
"507","Alex Iafallo","L.A","L","79","1461.7166666667","17","20","10","10","37","52.11","215","7.91","22.96","345","293","211","100","23","23","8","4","4","0","0","11","14","46","48","70","53","15","17","46.88"
"47","Jordan Staal","CAR","C","78","1297.3","17","19","10","9","36","59.02","146","11.64","20.08","234","207","174","104","5","23","18","9","9","0","0","14","51","34","212","99","29","736","549","57.28"
"128","Craig Smith","BOS","C","74","1067.5833333333","16","20","14","6","36","65.45","187","8.56","16.55","318","248","179","80","15","28","28","14","14","0","0","14","30","20","95","97","28","4","8","33.33"
"371","Pavel Zacha","N.J","C","70","1179.2166666667","15","21","10","11","36","60.00","148","10.14","17.3","264","211","187","67","24","10","22","11","11","0","0","9","40","33","80","63","18","189","188","50.13"
"442","Jesse Puljujarvi","EDM","R","65","1054.9","14","22","14","8","36","48.65","160","8.75","21.03","264","226","179","91","4","14","20","10","10","0","0","9","18","27","81","107","15","0","0","-"
"499","Miro Heiskanen","DAL","D","70","1742.1","5","31","18","13","36","45.00","156","3.21","10.18","312","218","114","27","1","24","24","12","12","0","0","10","84","45","52","111","92","0","0","-"
"517","Pius Suter","DET","C","82","1387.6833333333","15","21","14","7","36","66.67","166","9.04","20.68","267","216","189","85","12","25","22","11","11","0","0","10","36","46","24","37","37","495","509","49.30"
"7","Zach Parise","NYI","L","82","1253.1333333333","15","20","15","5","35","55.56","138","10.87","17.6","203","180","151","83","4","14","28","14","14","0","0","13","25","27","60","84","57","28","47","37.33"
"15","Mark Giordano","SEA, TOR","D","75","1566","8","27","15","12","35","42.17","151","5.30","6.63","348","221","85","7","5","24","57","23","21","1","1","11","49","19","75","156","139","0","0","-"
"56","Kevin Shattenkirk","ANA","D","82","1756.2","8","27","13","14","35","39.33","163","4.91","8.12","295","214","95","17","4","9","36","18","18","0","0","5","58","38","73","100","135","0","1","0.00"
"83","Erik Karlsson","S.J","D","50","1173.5166666667","10","25","13","12","35","53.85","117","8.55","7.41","248","170","105","19","36","9","14","7","7","0","0","12","63","52","18","68","45","0","0","-"
"101","Mike Hoffman","MTL","C","67","1141.8166666667","15","20","11","9","35","63.64","154","9.74","12.66","285","207","110","34","8","25","32","16","16","0","0","10","46","32","27","45","29","12","8","60.00"
"124","Dmitry Orlov","WSH","D","76","1593.1666666667","12","23","14","9","35","39.77","127","9.45","6.52","238","174","76","17","5","13","44","22","22","0","0","17","44","37","124","66","94","0","0","-"
"181","Travis Boyd","ARI","C","74","1221.9333333333","17","18","11","7","35","50.72","88","19.32","13.02","155","131","123","73","3","9","34","17","17","0","0","11","28","20","71","126","55","420","507","45.31"
"195","William Karlsson","VGK","C","67","1224.8833333333","12","23","12","11","35","55.56","135","8.89","15.51","237","192","157","77","4","19","10","5","5","0","0","11","34","44","42","90","42","508","475","51.68"
"238","Colton Parayko","STL","D","80","1884.4833333333","6","29","10","19","35","32.41","135","4.44","6.86","244","183","74","18","4","12","18","9","9","0","0","17","53","51","72","119","169","0","0","-"
"268","Andreas Johnsson","N.J","L","71","1019.7166666667","13","22","18","4","35","59.32","114","11.40","12.25","179","145","122","69","13","11","30","15","15","0","0","20","24","26","64","86","22","4","10","28.57"
"302","Darnell Nurse","EDM","D","71","1778.45","9","26","12","14","35","34.31","203","4.43","10.62","410","286","117","20","7","15","54","27","27","0","0","9","67","33","196","61","132","0","0","-"
"360","Pierre Engvall","TOR","L","78","1035.9666666667","15","20","14","6","35","77.78","154","9.74","15.26","270","217","160","54","9","13","30","15","15","0","0","17","41","32","66","134","12","29","40","42.03"
"374","Vince Dunn","SEA","D","73","1509.45","7","28","9","19","35","50.72","121","5.79","6.58","282","179","98","14","7","17","63","27","24","3","0","17","48","25","76","89","82","0","0","-"
"175","Jesper Fast","CAR","R","82","1214.4666666667","14","20","15","5","34","53.97","97","14.43","15.01","171","142","118","72","5","8","4","2","2","0","0","5","26","17","109","135","36","12","17","41.38"
"225","Tanner Pearson","VAN","L","68","1091.7333333333","14","20","10","10","34","58.62","159","8.81","17.45","242","197","156","65","6","19","30","11","9","2","0","15","15","22","84","91","41","20","37","35.09"
"329","Sonny Milano","ANA","L","66","1008.35","14","20","15","5","34","57.63","94","14.89","11.93","177","141","114","65","3","7","10","5","5","0","0","6","34","29","27","89","15","0","2","0.00"
"397","Anthony Beauvillier","NYI","L","75","1262.5","12","22","15","7","34","55.74","154","7.79","17.24","252","201","193","66","8","22","12","6","6","0","0","10","54","36","39","99","20","4","6","40.00"
"403","Lawson Crouse","ARI","L","65","1133.5166666667","20","14","9","5","34","66.67","131","15.27","15.95","224","183","148","73","9","16","52","20","16","4","0","16","23","29","181","92","36","16","32","33.33"
"509","Neal Pionk","WPG","D","77","1627.75","3","31","16","15","34","37.78","140","2.14","8.05","278","203","74","13","7","13","46","23","23","0","0","20","68","27","185","122","91","0","0","-"
"522","Joel Farabee","PHI","L","63","1107.9833333333","17","17","10","7","34","61.82","119","14.29","13.18","208","154","108","53","10","7","50","18","15","2","1","27","22","25","73","77","38","41","102","28.67"
"104","Kyle Palmieri","NYI","R","69","1078.1166666667","15","18","8","10","33","54.10","156","9.62","18.17","267","215","178","81","4","15","57","23","21","1","1","18","20","16","77","66","18","15","36","29.41"
"188","Blake Coleman","CGY","C","81","1200.4666666667","16","17","9","8","33","63.46","212","7.55","20.71","329","268","192","85","9","16","60","27","25","2","0","21","47","34","163","68","44","2","17","10.53"
"215","Barclay Goodrow","NYR","C","79","1320.2666666667","13","20","14","6","33","58.93","116","11.21","17.23","182","157","125","76","7","12","69","25","21","3","1","20","37","39","130","80","54","365","376","49.26"
"290","J.T. Compher","COL","L","70","1142.4833333333","18","15","9","6","33","55.93","102","17.65","16.08","199","146","128","62","9","14","25","11","10","1","0","14","18","26","31","74","55","338","319","51.45"
"344","Christian Dvorak","MTL","L","56","973","11","22","15","7","33","63.46","87","12.64","11.15","144","116","103","54","4","10","24","8","7","0","1","9","32","16","32","64","52","548","419","56.67"
"353","Danton Heinen","PIT","L","76","966.33333333333","18","15","10","5","33","66.00","138","13.04","15.12","217","183","160","63","7","15","16","8","8","0","0","8","24","36","66","87","33","0","4","0.00"
"425","Vladislav Gavrikov","CBJ","D","80","1783.3","5","28","13","15","33","37.50","108","4.63","6.48","204","145","67","21","5","10","68","32","32","0","0","11","34","22","124","86","138","0","0","-"
"564","Alex Newhook","COL","C","71","963.06666666667","13","20","11","9","33","71.74","113","11.50","10.04","203","143","128","39","2","11","12","6","6","0","0","12","13","20","40","80","36","136","256","34.69"
"4","Ryan Suter","DAL","D","82","1939.4833333333","7","25","6","19","32","35.16","118","5.93","6.6","265","183","79","13","5","17","40","20","20","0","0","5","46","19","46","64","88","0","0","-"
"256","Josh Anderson","MTL","R","69","1188.55","19","13","7","6","32","59.26","152","12.50","19.01","283","226","190","86","13","18","65","24","20","3","1","24","31","33","153","76","35","20","22","47.62"
"264","Nate Schmidt","WPG","D","77","1556.1166666667","4","28","15","13","32","42.67","117","3.42","6.45","257","172","61","10","2","15","10","5","5","0","0","10","66","32","37","76","104","0","0","-"
"267","Dominik Kubalik","CHI","L","78","1132.6333333333","15","17","3","14","32","66.67","161","9.32","18.19","285","220","152","67","8","13","16","7","7","0","0","12","25","18","93","49","28","8","12","40.00"
"282","Nicholas Paul","OTT, T.B","L","80","1320.9666666667","16","16","5","11","32","74.42","166","9.64","16.81","303","240","187","81","10","23","39","11","7","3","1","14","32","59","106","142","56","426","419","50.41"
"335","Kasperi Kapanen","PIT","R","79","1148.05","11","21","13","8","32","65.31","129","8.53","11.16","235","178","140","49","15","19","16","8","8","0","0","9","30","40","110","93","19","5","7","41.67"
"366","Frank Vatrano","FLA, NYR","C","71","934.3","18","14","10","4","32","72.73","161","11.18","14.46","266","209","145","52","18","15","22","11","11","0","0","9","27","22","68","87","26","12","13","48.00"
"444","Dillon Dube","CGY","C","79","1014.2833333333","18","14","7","7","32","64.00","143","12.59","15.36","228","188","154","67","6","17","20","10","10","0","0","15","23","24","87","134","15","92","102","47.42"
"496","Alex Formenton","OTT","L","79","1220.6833333333","18","14","8","6","32","76.19","162","11.11","19.18","256","209","173","93","13","20","59","21","17","3","1","20","25","44","101","69","24","8","12","40.00"
"560","Philip Tomasino","NSH","C","76","876.76666666667","11","21","16","5","32","72.73","111","9.91","12.55","189","161","124","48","6","15","10","5","5","0","0","9","23","17","49","72","28","21","33","38.89"
"565","Ilya Mikheyev","TOR","R","53","808.73333333333","21","11","8","3","32","64.00","147","14.29","15.82","205","179","142","72","6","15","26","8","7","0","1","10","26","24","52","68","18","0","2","0.00"
"573","Jamie Drysdale","ANA","D","81","1610.7","4","28","15","13","32","42.11","137","2.92","7.93","290","202","85","13","5","21","16","8","8","0","0","14","49","19","40","84","72","0","0","-"
"49","Nicklas Backstrom","WSH","C","47","822.06666666667","6","25","12","13","31","51.67","68","8.82","7.47","121","98","69","35","1","7","12","6","6","0","0","2","13","25","16","38","16","301","348","46.38"
"59","Sam Gagner","DET","C","81","1103.3166666667","13","18","13","5","31","67.39","132","9.85","12.52","185","158","91","43","4","14","32","16","16","0","0","7","14","24","21","66","25","142","162","46.71"
"73","Lars Eller","WSH","C","72","1160.5833333333","13","18","15","3","31","57.41","116","11.21","11.32","213","170","127","51","10","11","40","20","20","0","0","17","44","37","95","93","36","510","521","49.47"
"76","Drew Doughty","L.A","D","39","1003.9166666667","7","24","10","14","31","52.54","99","7.07","5.76","183","127","77","12","19","12","30","15","15","0","0","6","24","9","60","77","53","0","0","-"
"126","Mattias Ekholm","NSH","D","76","1784.35","6","25","12","13","31","36.05","145","4.14","10.33","311","213","90","21","3","20","44","22","22","0","0","13","60","29","79","103","96","0","0","-"
"155","Kevin Hayes","PHI","C","48","860.33333333333","10","21","13","8","31","72.09","126","7.94","10","209","160","89","28","9","13","26","9","8","0","1","12","20","30","36","22","12","260","347","42.83"
"228","Mike Matheson","PIT","D","74","1391.1333333333","11","20","11","9","31","41.33","140","7.86","7.2","295","210","90","13","4","19","33","14","13","1","0","18","43","43","97","134","81","0","0","-"
"330","Travis Sanheim","PHI","D","80","1837.6166666667","7","24","11","13","31","34.44","123","5.69","6.92","249","174","70","22","8","14","34","17","17","0","0","15","55","23","64","154","142","0","0","-"
"343","Ryan Donato","SEA","C","74","1020.7833333333","16","15","11","4","31","63.27","159","10.06","18.5","268","222","161","91","4","23","40","13","10","2","1","17","24","39","70","110","17","15","23","39.47"
"382","Oliver Kylington","CGY","D","73","1325.5333333333","9","22","8","14","31","35.23","138","6.52","7.61","277","194","85","16","4","12","14","7","7","0","0","8","56","24","40","97","79","0","0","-"
"407","Denis Gurianov","DAL","R","73","1035.5166666667","11","20","13","7","31","64.58","144","7.64","13.49","281","199","140","58","3","19","16","8","8","0","0","7","46","12","67","52","32","0","0","-"
"409","Ivan Provorov","PHI","D","79","1966.3666666667","9","22","8","14","31","39.24","170","5.29","7.69","322","221","93","17","2","18","34","17","17","0","0","11","84","17","74","144","172","0","0","-"
"569","Alexis Lafrenière","NYR","L","79","1105.7333333333","19","12","6","6","31","63.27","110","17.27","11.55","193","153","120","61","7","6","37","17","16","1","0","14","28","44","108","108","26","14","34","29.17"
"578","Cole Sillinger","CBJ","C","79","1082.2333333333","16","15","9","6","31","72.09","148","10.81","15.94","254","201","165","67","4","14","37","17","16","1","0","15","24","24","98","68","43","362","417","46.47"
"21","Alex Goligoski","MIN","D","72","1364.0666666667","2","28","11","17","30","30.93","80","2.50","3.13","173","108","56","4","2","10","34","17","17","0","0","8","31","6","56","72","96","0","0","-"
"122","Tomas Tatar","N.J","L","76","1127.25","15","15","8","7","30","63.83","132","11.36","16.35","244","191","161","70","17","15","22","11","11","0","0","16","25","27","75","84","28","19","31","38.00"
"143","Calle Jarnkrok","CGY, SEA","C","66","1058.4166666667","12","18","7","11","30","61.22","101","11.88","11.52","175","142","102","38","4","11","6","3","3","0","0","10","12","27","38","75","17","239","228","51.18"
"177","Mark Stone","VGK","R","37","678.7","9","21","15","6","30","61.22","71","12.68","11.11","118","94","84","42","4","6","8","4","4","0","0","8","29","56","19","30","24","13","16","44.83"
"184","Sean Kuraly","CBJ","C","77","1220.8833333333","14","16","3","13","30","50.00","121","11.57","13.92","190","161","101","52","14","9","61","25","23","1","1","14","26","35","240","98","51","627","643","49.37"
"204","Dougie Hamilton","N.J","D","62","1315.8666666667","9","21","10","11","30","37.50","197","4.57","11.65","402","285","151","35","31","23","34","17","17","0","0","5","54","20","87","51","92","0","0","-"
"205","Jonas Brodin","MIN","D","73","1710.95","5","25","9","16","30","32.97","126","3.97","4.93","232","157","64","10","3","12","18","9","9","0","0","5","28","24","42","112","126","0","0","-"
"211","Vladislav Namestnikov","DAL, DET","C","75","1098.85","16","14","8","6","30","63.83","91","17.58","13.98","153","123","104","66","4","9","45","18","15","3","0","18","22","21","62","89","39","26","31","45.61"
"226","Scott Laughton","PHI","C","67","1100.2333333333","11","19","10","9","30","68.18","110","10.00","11.63","196","148","123","68","6","11","35","16","15","1","0","25","40","31","151","58","47","395","379","51.03"
"334","Robby Fabbri","DET","C","56","970.28333333333","17","13","10","3","30","58.82","123","13.82","15.33","211","170","133","65","3","10","35","16","15","1","0","17","21","13","86","64","19","54","55","49.54"
"402","Mathieu Joseph","OTT, T.B","R","69","979.66666666667","12","18","10","8","30","71.43","86","13.95","10.31","150","125","101","54","16","4","29","13","12","1","0","22","20","45","106","127","27","20","28","41.67"
"417","Alexandre Carrier","NSH","D","77","1615.55","3","27","13","14","30","41.10","95","3.16","6.21","188","135","58","16","4","13","50","25","25","0","0","19","39","27","95","205","124","0","1","0.00"
