"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"414","Artemi Panarin","NYR","L","75","1441.6833333333","22","74","43","31","96","83.48","177","12.43","17.07","370","265","190","36","8","23","18","5","4","0","1","12","71","56","22","48","14","1","1","50.00"
"369","Kyle Connor","WPG","L","79","1720.3166666667","47","46","27","19","93","80.17","317","14.83","33.1","499","395","311","99","17","26","4","2","2","0","0","6","47","66","32","63","23","1","6","14.29"
"64","Patrick Kane","CHI","R","78","1702.2166666667","26","66","46","20","92","79.31","287","9.06","22.04","514","371","220","56","4","16","18","9","9","0","0","15","49","42","11","64","26","4","4","50.00"
"379","Mikko Rantanen","COL","R","75","1572.8333333333","36","56","37","19","92","57.86","254","14.17","28.69","459","364","266","93","9","33","56","27","27","0","0","32","49","48","58","120","43","164","190","46.33"
"16","Alex Ovechkin","WSH","L","77","1584.0333333333","50","40","23","17","90","69.77","334","14.97","35.59","642","468","286","71","14","26","18","9","9","0","0","11","50","32","155","51","25","4","9","30.77"
"297","Nathan MacKinnon","COL","C","65","1368.9666666667","32","56","38","18","88","70.97","299","10.70","26.46","501","385","283","84","11","38","42","18","16","2","0","39","56","37","68","82","39","383","461","45.38"
"298","Aleksander Barkov","FLA","C","67","1360.3166666667","39","49","26","23","88","69.84","214","18.22","24.54","340","274","224","99","7","23","18","9","9","0","0","8","51","59","50","72","42","713","539","56.95"
"114","Nazem Kadri","COL","C","71","1366.3","28","59","35","24","87","70.73","247","11.34","29.24","439","339","248","102","8","33","71","27","23","3","1","36","34","36","52","124","19","585","592","49.70"
"110","Matt Duchene","NSH","C","78","1483.0666666667","43","43","24","19","86","65.65","229","18.78","28.79","383","318","265","109","7","19","38","16","16","0","0","18","77","31","31","86","28","119","101","54.09"
"504","Cale Makar","COL","D","77","1976.4333333333","28","58","29","29","86","52.76","240","11.67","14.91","494","319","153","14","5","37","26","13","13","0","0","15","40","49","95","73","110","0","0","-"
"109","Victor Hedman","T.B","D","82","2056.15","20","65","34","31","85","53.13","219","9.13","14.31","462","331","167","33","20","34","36","18","18","0","0","13","56","52","93","95","129","0","0","-"
"327","Kevin Fiala","MIN","L","82","1446.7333333333","33","52","31","21","85","77.27","262","12.60","24.94","453","358","258","107","15","23","52","21","20","0","1","33","54","38","52","92","21","4","11","26.67"
"24","Sidney Crosby","PIT","C","69","1378.2333333333","31","53","31","22","84","71.79","208","14.90","24.2","334","272","210","104","9","24","32","16","16","0","0","15","54","34","50","71","37","760","690","52.41"
"235","Filip Forsberg","NSH","L","69","1248.75","42","42","27","15","84","72.41","226","18.58","24.75","424","333","241","81","16","20","22","11","11","0","0","24","56","53","112","59","48","1","0","100.00"
"277","Jake Guentzel","PIT","L","76","1527.4","40","44","23","21","84","66.67","264","15.15","36.06","434","348","334","161","12","40","44","21","21","0","0","29","23","41","72","154","38","13","12","52.00"
"157","Vladimir Tarasenko","STL","R","75","1268.35","34","48","27","21","82","74.55","230","14.78","23.64","382","305","247","64","11","22","32","12","11","0","1","13","31","17","83","75","45","4","7","36.36"
"300","Elias Lindholm","CGY","C","82","1635.9333333333","42","40","24","16","82","55.03","236","17.80","28.61","381","310","292","129","6","23","22","10","10","0","0","14","41","55","66","62","52","841","751","52.83"
"321","Sam Reinhart","FLA","C","78","1385.7","33","49","31","18","82","63.57","186","17.74","28.37","325","266","236","132","17","26","13","5","4","1","0","12","43","37","49","156","30","174","185","48.47"
"14","Joe Pavelski","DAL","C","82","1514.8666666667","27","54","30","24","81","70.43","216","12.50","29.31","374","312","247","150","11","32","14","7","7","0","0","18","44","35","104","59","69","394","357","52.46"
"202","Mika Zibanejad","NYR","C","81","1590.25","29","52","33","19","81","63.28","219","13.24","24.75","383","313","186","79","10","20","12","6","6","0","0","13","58","62","67","75","47","698","640","52.17"
"381","Sebastian Aho","CAR","C","79","1496.6833333333","37","44","28","16","81","72.97","221","16.74","35.65","402","329","296","153","15","37","38","19","19","0","0","26","56","68","76","87","23","555","504","52.41"
"38","Brad Marchand","BOS","L","70","1347.5833333333","32","48","29","19","80","76.92","242","13.22","25.64","398","306","227","84","14","32","97","35","31","1","3","33","62","40","78","101","20","14","27","34.15"
"324","William Nylander","TOR","R","81","1480.1166666667","34","46","34","12","80","66.12","256","13.28","27.33","467","365","286","114","16","32","16","8","8","0","0","9","33","59","19","90","30","34","31","52.31"
"142","Mats Zuccarello","MIN","R","70","1302.1833333333","24","55","37","18","79","69.91","159","15.09","13.14","268","203","143","46","7","16","24","12","12","0","0","19","43","48","36","50","33","21","34","38.18"
"494","Jason Robertson","DAL","L","74","1340.2333333333","41","38","19","19","79","69.30","220","18.64","26.29","400","293","243","111","7","35","22","11","11","0","0","7","50","48","50","68","24","0","0","-"
"148","Evgeny Kuznetsov","WSH","C","79","1602.15","24","54","34","20","78","67.24","208","11.54","22.02","345","289","186","78","6","14","44","18","17","0","1","23","51","54","42","48","25","504","662","43.22"
"439","Alex DeBrincat","CHI","L","82","1710.2166666667","41","37","19","18","78","69.03","270","15.19","31.03","470","354","296","87","21","26","19","8","7","1","0","24","47","67","101","115","35","24","40","37.50"
"119","Chris Kreider","NYR","L","81","1517.1333333333","52","25","12","13","77","65.25","258","20.16","34.65","412","343","293","179","20","35","24","12","12","0","0","7","45","27","141","50","39","68","69","49.64"
"337","David Pastrnak","BOS","R","72","1339.3833333333","40","37","27","10","77","70.00","312","12.82","28.79","560","438","274","76","17","29","20","10","10","0","0","22","77","35","63","87","14","7","14","33.33"
"493","Robert Thomas","STL","C","72","1351.9333333333","20","57","36","21","77","68.75","115","17.39","16","191","166","155","75","7","8","16","8","8","0","0","12","50","60","13","65","25","562","565","49.87"
"108","John Tavares","TOR","C","79","1427.5166666667","27","49","21","28","76","63.87","237","11.39","33.89","429","347","320","160","10","34","32","16","16","0","0","18","65","40","90","95","44","813","529","60.58"
"276","Pavel Buchnevich","STL","L","73","1335.9666666667","30","46","22","24","76","71.03","199","15.08","20.48","304","252","188","71","10","13","34","13","12","0","1","17","41","46","57","73","15","13","26","33.33"
"377","Timo Meier","S.J","R","77","1475.3333333333","35","41","22","19","76","77.55","326","10.74","30.07","573","448","322","117","49","39","54","27","27","0","0","28","53","49","162","118","61","18","19","48.65"
"453","Jordan Kyrou","STL","C","74","1226.7","27","48","32","16","75","81.52","188","14.36","17.32","323","242","210","61","18","16","20","10","10","0","0","27","32","36","6","100","23","6","9","40.00"
"435","Adam Fox","NYR","D","78","1864.7666666667","11","63","33","30","74","58.27","158","6.96","8.36","275","197","88","13","4","18","26","13","13","0","0","18","58","78","30","107","128","0","0","-"
"460","Jesper Bratt","N.J","L","76","1324.5166666667","26","47","26","21","73","77.66","197","13.20","17.83","324","263","190","80","15","20","16","8","8","0","0","18","46","29","26","74","30","0","3","0.00"
"391","Roope Hintz","DAL","C, L","80","1442.8833333333","37","35","22","13","72","66.67","213","17.37","28.45","367","304","280","127","9","30","28","14","14","0","0","18","49","24","82","86","53","357","317","52.97"
"86","John Carlson","WSH","D","78","1857.25","17","54","25","29","71","55.47","195","8.72","12.91","388","278","114","22","4","30","20","9","9","0","0","10","55","42","73","97","112","0","0","-"
"203","Mark Scheifele","WPG","C","67","1415.9666666667","29","41","23","18","70","68.63","159","18.24","19.24","264","215","182","78","6","19","23","10","9","1","0","21","60","49","36","116","47","430","418","50.71"
"196","Nikita Kucherov","T.B","R","47","939.2","25","44","27","17","69","72.63","156","16.03","16.16","276","214","168","51","29","16","22","11","11","0","0","16","37","24","32","48","7","1","0","100.00"
"328","Dylan Larkin","DET","C","71","1395.9333333333","31","38","26","12","69","69.70","212","14.62","20.84","385","281","218","83","5","26","47","18","16","1","1","22","42","38","76","66","28","630","574","52.33"
"534","Andrei Svechnikov","CAR","R","78","1346.2666666667","30","39","24","15","69","63.30","249","12.05","30.96","467","363","264","107","10","37","79","38","37","1","0","28","72","44","189","129","15","0","6","0.00"
"31","Kris Letang","PIT","D","78","2010.6333333333","10","58","34","24","68","47.89","214","4.67","10.31","403","272","117","14","7","23","49","23","22","1","0","12","79","59","171","144","122","0","0","-"
"221","Morgan Rielly","TOR","D","82","1946.7333333333","10","58","32","26","68","43.31","221","4.52","9.92","384","290","114","16","6","20","40","20","20","0","0","9","76","40","92","133","87","0","0","-"
"464","Tage Thompson","BUF","R","78","1394.8666666667","38","30","15","15","68","68.69","253","15.02","23.22","457","348","224","70","14","30","37","13","11","1","1","15","42","49","66","47","25","393","582","40.31"
"490","Elias Pettersson","VAN","C","80","1487.45","32","36","20","16","68","65.38","192","16.67","21.95","387","290","228","82","9","20","12","5","5","0","0","29","39","56","49","110","43","238","302","44.07"
"524","Quinn Hughes","VAN","D","76","1917.35","8","60","31","29","68","55.74","150","5.33","6.96","342","202","90","8","2","23","28","14","14","0","0","9","42","41","19","105","56","0","0","-"
"26","Anze Kopitar","L.A","C","81","1682.3333333333","19","48","29","19","67","72.83","210","9.05","19.37","353","280","194","75","17","20","14","7","7","0","0","15","30","48","72","85","71","858","651","56.86"
"423","Troy Terry","ANA","R","75","1367.7333333333","37","30","15","15","67","75.28","192","19.27","24.18","327","264","226","98","12","19","26","13","13","0","0","31","46","35","6","109","27","1","8","11.11"
"525","Brady Tkachuk","OTT","L","79","1485.3333333333","30","37","29","8","67","63.81","288","10.42","34.66","461","373","304","172","13","34","117","43","36","5","2","39","68","41","270","128","25","218","217","50.11"
"214","Jonathan Marchessault","VGK","C","76","1336.15","30","36","24","12","66","80.49","251","11.95","26.9","413","331","215","86","11","23","36","14","13","0","1","8","46","38","61","115","17","43","57","43.00"
"13","Patrice Bergeron","BOS","C","73","1327.15","25","40","19","21","65","65.66","293","8.53","29.45","427","369","278","115","14","33","32","16","16","0","0","12","21","37","78","52","45","991","609","61.94"
"46","Claude Giroux","FLA, PHI","C, R","75","1430.2666666667","21","44","19","25","65","72.22","205","10.24","16.54","339","268","154","56","10","19","26","13","13","0","0","24","41","28","68","64","16","733","483","60.28"
"233","Teuvo Teravainen","CAR","L","77","1362.8666666667","22","43","26","17","65","64.36","202","10.89","20.12","326","264","169","58","5","20","24","12","12","0","0","10","52","34","15","54","30","24","20","54.55"
"288","Ryan Hartman","MIN","R","82","1490.8","34","31","21","10","65","58.04","239","14.23","25.95","421","341","240","83","13","30","95","39","35","3","1","35","30","35","72","88","48","513","631","44.84"
"168","Mikael Granlund","NSH","C","80","1633.1666666667","11","53","27","26","64","55.65","117","9.40","14.07","219","165","152","57","5","19","33","15","14","1","0","26","51","57","92","118","45","569","637","47.18"
"232","Tomas Hertl","S.J","C","82","1635.4166666667","30","34","21","13","64","60.95","205","14.63","25.93","364","281","257","145","33","30","30","14","14","0","0","16","31","65","105","103","57","769","697","52.46"
"241","Chandler Stephenson","VGK","C","79","1525.1166666667","21","43","17","26","64","64.00","125","16.80","16.73","195","158","125","61","5","15","26","13","13","0","0","14","32","40","68","144","44","653","602","52.03"
"161","Jeff Skinner","BUF","L","80","1366.15","33","30","23","7","63","67.02","262","12.60","29.14","404","330","273","146","11","25","42","17","16","0","1","25","52","51","29","66","20","91","133","40.63"
"165","Ryan Johansen","NSH","C","79","1308.6666666667","26","37","14","23","63","56.25","118","22.03","13","182","153","132","52","4","9","53","25","24","1","0","9","45","39","72","43","35","691","622","52.63"
"354","Michael Bunting","TOR","L","79","1227.85","23","40","24","16","63","62.38","175","13.14","23.93","296","242","218","119","7","26","80","32","30","0","2","45","23","36","85","101","21","8","8","50.00"
"441","Clayton Keller","ARI","R","67","1349.3","28","35","22","13","63","73.26","177","15.82","19.01","274","228","156","60","14","20","28","14","14","0","0","24","53","61","17","87","31","29","39","42.65"
"70","Jakub Voracek","CBJ","R","79","1378.8","6","56","40","16","62","70.45","147","4.08","11.39","253","190","121","44","9","12","44","14","12","0","2","26","51","44","27","61","28","5","28","15.15"
"294","Tyler Bertuzzi","DET","L","68","1351.3666666667","30","32","18","14","62","67.39","180","16.67","27.06","306","246","221","110","5","17","47","18","16","1","1","31","57","42","65","77","41","6","17","26.09"
"164","Taylor Hall","BOS","L","81","1329","20","41","27","14","61","62.89","217","9.22","19.86","322","261","196","85","13","16","42","21","21","0","0","17","48","33","55","165","36","18","21","46.15"
"285","Andre Burakovsky","COL","L","80","1301.25","22","39","24","15","61","62.24","149","14.77","12.93","313","215","158","38","5","18","18","9","9","0","0","15","39","28","49","106","34","8","12","40.00"
"492","Nick Suzuki","MTL","C","82","1681.8333333333","21","40","19","21","61","67.78","186","11.29","18.85","309","238","177","69","10","20","30","15","15","0","0","26","71","50","89","99","62","699","711","49.57"
"552","Trevor Zegras","ANA","C","75","1342.9","23","38","21","17","61","79.22","181","12.71","17.17","333","251","182","58","10","20","50","20","19","0","1","28","71","40","56","100","27","217","327","39.89"
"19","Blake Wheeler","WPG","R","65","1269.9833333333","17","43","24","19","60","75.00","167","10.18","19.4","263","210","189","90","8","15","36","18","18","0","0","11","36","32","62","56","37","4","17","19.05"
"339","Ivan Barbashev","STL","C","81","1331.8166666667","26","34","23","11","60","69.77","111","23.42","16.92","188","150","141","72","7","12","40","19","19","0","0","18","46","44","160","97","28","132","196","40.24"
"458","Pierre-Luc Dubois","WPG","L","81","1532.9666666667","28","32","21","11","60","56.60","233","12.02","32.51","393","329","302","166","15","24","106","45","43","0","2","50","42","22","112","137","43","532","603","46.87"
"487","Nico Hischier","N.J","C","70","1354.0833333333","21","39","21","18","60","72.29","153","13.73","18.85","270","214","189","90","10","14","17","7","6","1","0","15","31","45","50","114","48","730","672","52.07"
"51","Alex Killorn","T.B","L","82","1533.2","25","34","19","15","59","54.13","164","15.24","22.12","273","224","211","114","17","13","66","33","33","0","0","23","30","42","88","120","26","2","10","16.67"
"153","Brock Nelson","NYI","C","72","1272.6","37","22","14","8","59","71.08","171","21.64","20.46","279","211","202","91","10","20","33","15","14","1","0","19","43","49","31","68","43","476","488","49.38"
"198","Gabriel Landeskog","COL","L","51","1036.2","30","29","16","13","59","58.42","150","20.00","22.57","251","194","172","97","7","20","78","25","19","4","2","14","29","17","94","61","34","241","198","54.90"
"333","Nick Schmaltz","ARI","C","63","1149.5833333333","23","36","27","9","59","74.68","123","18.70","15.28","212","163","129","55","9","14","14","7","7","0","0","9","42","52","15","75","28","114","125","47.70"
"390","Mathew Barzal","NYI","C","73","1315.4333333333","15","44","25","19","59","78.67","161","9.32","16.79","252","208","156","68","8","12","18","9","9","0","0","23","82","43","36","63","17","234","271","46.34"
"105","Ryan O'Reilly","STL","C","78","1488.3","21","37","24","13","58","58.00","168","12.50","21.26","252","215","194","89","9","14","12","6","6","0","0","25","26","50","20","65","38","900","685","56.78"
"112","Brayden Schenn","STL","C","62","1102.4166666667","24","34","27","7","58","62.37","111","21.62","14.23","197","152","145","62","6","10","33","12","9","3","0","11","28","42","119","42","17","286","293","49.40"
"170","Bryan Rust","PIT","R","60","1126.2166666667","24","34","22","12","58","63.74","180","13.33","25.19","302","252","210","100","13","20","14","7","7","0","0","10","36","22","43","73","24","1","5","16.67"
"279","Anthony Duclair","FLA","L","74","1109.85","31","27","18","9","58","56.86","167","18.56","20.58","253","206","172","78","8","26","30","11","10","0","1","22","55","37","38","97","16","1","1","50.00"
"347","Brayden Point","T.B","C","66","1284.4333333333","28","30","14","16","58","51.79","176","15.91","24.76","291","253","252","131","14","10","33","12","9","3","0","16","24","33","75","81","27","366","351","51.05"
"572","Tim Stützle","OTT","L","79","1454.5","22","36","22","14","58","67.44","177","12.43","21.83","314","241","212","86","8","28","37","17","16","1","0","45","51","38","125","130","52","180","293","38.05"
"63","David Perron","STL","L","67","1138.0833333333","27","30","10","20","57","72.15","177","15.25","17.19","319","231","174","39","3","21","48","20","19","0","1","16","18","37","80","56","11","1","3","25.00"
"281","Oliver Bjorkstrand","CBJ","R","80","1435.55","28","29","18","11","57","67.86","215","13.02","25.54","402","312","230","93","11","32","16","8","8","0","0","22","33","57","85","96","31","10","13","43.48"
"320","Aaron Ekblad","FLA","D","61","1519.75","15","42","13","29","57","45.60","180","8.33","10.78","317","233","101","26","8","25","26","13","13","0","0","9","73","43","62","54","69","0","0","-"
"350","Devon Toews","COL","D","66","1674.9833333333","13","44","11","33","57","46.34","158","8.23","8.1","267","202","77","24","6","14","20","10","10","0","0","5","34","45","54","40","85","0","0","-"
"567","Lucas Raymond","DET","L","82","1488.8666666667","23","34","15","19","57","65.52","184","12.50","19.32","287","224","191","79","5","20","16","8","8","0","0","20","36","26","62","110","24","12","19","38.71"
"60","Logan Couture","S.J","C","77","1457.8166666667","23","33","21","12","56","68.29","199","11.56","21.82","314","260","204","98","32","25","18","9","9","0","0","18","31","62","92","78","58","621","654","48.71"
"437","Charlie McAvoy","BOS","D","78","1923.4833333333","10","46","16","30","56","44.09","166","6.02","9.87","295","227","95","19","1","19","66","30","28","2","0","26","65","29","155","187","129","0","0","-"
"440","Patrik Laine","CBJ","L","56","1054.2666666667","26","30","15","15","56","74.67","167","15.57","15.04","317","238","149","30","6","21","24","12","12","0","0","7","52","27","34","46","13","14","24","36.84"
"558","Jack Hughes","N.J","C","49","958.7","26","30","21","9","56","77.78","165","15.76","17.59","296","223","184","71","16","16","0","0","0","0","0","16","60","49","6","73","15","122","231","34.56"
"280","Carter Verhaeghe","FLA","C","78","1252.15","24","31","19","12","55","71.43","167","14.37","19.23","312","232","217","84","9","23","44","21","21","0","0","14","47","63","50","132","16","19","10","65.52"
"325","Nikolaj Ehlers","WPG","L","62","1120.2666666667","28","27","18","9","55","69.62","245","11.43","22.59","450","342","246","73","13","31","20","10","10","0","0","24","44","41","32","55","27","2","1","66.67"
"365","Andrew Mangiapane","CGY","L","82","1289.6166666667","35","20","13","7","55","72.37","185","18.92","23.59","300","235","227","115","10","20","38","15","14","0","1","19","42","52","73","63","32","21","34","38.18"
"502","Josh Norris","OTT","C","66","1226.2166666667","35","20","7","13","55","61.11","172","20.35","20.29","319","246","189","68","6","20","16","8","8","0","0","18","32","24","79","96","44","529","507","51.06"
"9","Brent Burns","S.J","D","82","2143.3666666667","10","44","25","19","54","46.96","203","4.93","9.38","446","293","116","11","40","34","42","21","21","0","0","8","97","68","55","60","150","0","1","0.00"
"162","Zach Hyman","EDM","L","76","1479.3333333333","27","27","18","9","54","60.67","213","12.68","29.78","353","293","265","160","3","29","36","18","18","0","0","20","33","29","74","137","31","41","44","48.24"
"201","Ryan Strome","NYR","C","74","1356.0833333333","21","33","18","15","54","49.09","161","13.04","18.62","257","216","155","79","10","13","69","29","27","1","1","15","37","32","41","61","19","362","456","44.25"
"338","Adrian Kempe","L.A","C","78","1449.5333333333","35","19","8","11","54","67.50","247","14.17","28.4","443","331","244","102","34","33","46","22","22","0","0","26","43","34","111","66","28","25","25","50.00"
"94","Gustav Nyquist","CBJ","C","82","1463.2333333333","18","35","24","11","53","55.79","122","14.75","14.2","208","169","137","65","7","16","26","13","13","0","0","17","25","46","41","87","51","14","16","46.67"
"283","Andrew Copp","NYR, WPG","C","72","1380.6833333333","21","32","18","14","53","65.43","183","11.48","23.72","283","242","208","90","9","22","16","8","8","0","0","7","43","34","45","78","41","377","332","53.17"
"535","Rasmus Dahlin","BUF","D","80","1922.3","13","40","21","19","53","55.21","171","7.60","8.4","322","224","77","14","4","13","68","33","33","0","0","21","51","27","121","128","91","0","0","-"
"48","Phil Kessel","ARI","R","82","1367.6333333333","8","44","24","20","52","65.82","175","4.57","18.06","310","230","168","62","8","28","40","16","15","0","1","5","53","39","6","19","21","4","8","33.33"
"231","Tom Wilson","WSH","R","78","1449.4166666667","24","28","14","14","52","53.06","151","15.89","20.17","279","226","187","96","12","17","98","32","24","6","2","33","44","36","240","142","55","22","30","42.31"
"286","Shea Theodore","VGK","D","78","1804.7","14","38","22","16","52","49.52","205","6.83","11.64","417","273","131","34","7","31","24","12","12","0","0","9","58","60","37","118","97","0","0","-"
"304","Bo Horvat","VAN","C","70","1363.6166666667","31","21","12","9","52","54.74","195","15.90","23.29","304","261","205","83","11","11","40","20","20","0","0","14","25","32","96","57","45","841","634","57.02"
"305","Valeri Nichushkin","COL","R","62","1179.6166666667","25","27","14","13","52","57.14","180","13.89","21.23","264","227","195","107","14","13","14","7","7","0","0","13","24","38","89","73","27","0","5","0.00"
"386","Travis Konecny","PHI","R","79","1391.4833333333","16","36","27","9","52","72.22","220","7.27","22.06","382","297","215","86","8","30","77","24","20","1","3","31","28","22","80","120","34","13","18","41.94"
"418","Conor Garland","VAN","R","77","1261.7666666667","19","33","22","11","52","72.22","203","9.36","19.41","331","266","193","67","8","22","36","14","13","0","1","33","36","50","52","113","22","5","5","50.00"
"185","Vincent Trocheck","CAR","C","81","1447.7833333333","21","30","16","14","51","53.68","168","12.50","23.88","300","254","212","116","13","20","78","32","29","2","1","28","42","50","185","123","46","680","565","54.62"
"210","Phillip Danault","L.A","C","79","1431.9333333333","27","24","14","10","51","62.96","194","13.92","25.22","299","260","210","119","8","27","38","16","14","2","0","16","29","22","74","101","49","676","586","53.57"
"242","Shayne Gostisbehere","ARI","D","82","1819.95","14","37","16","21","51","57.95","151","9.27","8.22","314","216","88","12","7","16","26","13","13","0","0","21","78","44","60","76","115","0","0","-"
"261","Alexander Kerfoot","TOR","C","82","1247.6","13","38","21","17","51","69.86","117","11.11","12.54","193","159","131","63","11","11","20","10","10","0","0","23","40","36","75","159","65","76","102","42.70"
"299","Seth Jones","CHI","D","78","2044.3666666667","5","46","18","28","51","53.68","194","2.58","9.46","365","255","106","29","7","13","28","14","14","0","0","12","71","34","99","148","155","0","0","-"
"332","Tony DeAngelo","CAR","D","64","1267.0333333333","10","41","21","20","51","48.57","151","6.62","7.2","264","191","79","7","6","13","56","17","13","2","2","13","39","27","41","70","59","0","0","-"
"538","Noah Dobson","NYI","D","80","1716.7333333333","13","38","21","17","51","54.26","190","6.84","8.54","401","269","101","14","6","23","18","9","9","0","0","20","82","27","78","134","154","0","0","-"
"98","Cam Atkinson","PHI","R","73","1331.9333333333","23","27","20","7","50","67.57","215","10.70","23.04","331","273","197","98","16","29","10","5","5","0","0","6","28","37","20","38","45","5","12","29.41"
"197","Ryan Nugent-Hopkins","EDM","C","63","1217.05","11","39","22","17","50","54.35","154","7.14","15.19","231","184","152","59","12","15","16","8","8","0","0","9","34","43","42","64","34","178","259","40.73"
"336","Jared McCann","SEA","L","74","1193.9666666667","27","23","12","11","50","80.65","199","13.57","20.66","353","287","187","70","3","19","33","10","8","1","1","21","37","43","65","77","29","224","268","45.53"
"368","Rasmus Andersson","CGY","D","82","1858.65","4","46","21","25","50","36.76","152","2.63","8.29","289","214","73","13","3","18","28","14","14","0","0","17","44","24","63","109","125","0","0","-"
"555","Moritz Seider","DET","D","82","1889.3666666667","7","43","20","23","50","44.64","187","3.74","9.81","355","246","84","7","2","24","34","17","17","0","0","19","48","41","151","116","161","0","0","-"
"146","Tyler Toffoli","CGY, MTL","R","74","1206.4666666667","20","29","17","12","49","65.33","195","10.26","21.69","329","258","177","77","12","15","14","7","7","0","0","12","35","27","81","48","24","18","16","52.94"
"166","Tyler Seguin","DAL","C","81","1442.8666666667","24","25","17","8","49","59.76","218","11.01","19.61","345","280","194","84","11","17","30","15","15","0","0","15","48","26","96","42","33","464","364","56.04"
"179","Ondrej Palat","T.B","L","77","1269.7833333333","18","31","18","13","49","56.98","143","12.59","16.68","248","197","176","80","16","18","20","10","10","0","0","11","25","30","124","133","42","2","16","11.11"
"193","Brandon Saad","STL","L","78","1269.1166666667","24","25","17","8","49","59.04","158","15.19","20.85","236","198","174","78","9","17","10","5","5","0","0","10","25","45","20","51","20","8","11","42.11"
"323","Sam Bennett","FLA","C","71","1203.4666666667","28","21","15","6","49","56.98","241","11.62","25.09","398","292","259","111","11","29","74","34","32","2","0","26","49","41","119","104","27","411","466","46.86"
"351","Viktor Arvidsson","L.A","L","66","1120.7666666667","20","29","17","12","49","72.06","227","8.81","23.97","412","324","249","91","25","26","22","11","11","0","0","16","16","24","23","116","45","12","21","36.36"
"359","Victor Olofsson","BUF","L","72","1104.4166666667","20","29","18","11","49","72.06","164","12.20","13.57","293","223","139","39","11","23","6","3","3","0","0","4","17","18","10","46","15","0","1","0.00"
"406","Joel Eriksson Ek","MIN","C","77","1430.5333333333","26","23","11","12","49","50.52","224","11.61","23.81","331","277","210","126","11","24","28","14","14","0","0","27","12","30","138","125","44","697","768","47.58"
"219","Yanni Gourde","SEA","C","74","1367.6","21","27","20","7","48","72.73","128","16.41","14.61","246","186","136","68","10","11","45","18","15","3","0","22","38","54","77","98","31","444","453","49.50"
"367","Noah Hanifin","CGY","D","81","1725.9","10","38","12","26","48","43.24","189","5.29","9.34","397","281","107","22","6","27","19","8","7","1","0","9","62","38","63","87","84","0","0","-"
"387","Dylan Strome","CHI","C","69","1203.4","22","26","12","14","48","64.86","126","17.46","13.43","183","156","141","82","3","8","28","13","13","0","0","11","22","47","11","65","33","460","419","52.33"
"395","Zach Werenski","CBJ","D","68","1745.3166666667","11","37","22","15","48","45.28","216","5.09","13.26","428","313","135","27","6","20","22","11","11","0","0","8","39","39","33","69","95","0","0","-"
